pdf,output
pdfs/10.1515@znc-2011-5-607.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Ocotillone"",        ""bioActivity"": ""Affected larval development, but no alteration in pupal weight was observed."",        ""collectionSpecies"": ""Cabralea canjerana (Meliaceae)"",        ""collectionSite"": ""Universidade Federal de Viçosa, Viçosa, MG, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Cabraleadiol"",        ""bioActivity"": ""Prolonged the larval phase, suggesting it acts as a larval growth inhibitor."",        ""collectionSpecies"": ""Cabralea canjerana (Meliaceae)"",        ""collectionSite"": ""Universidade Federal de Viçosa, Viçosa, MG, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Methyl angolensate"",        ""bioActivity"": ""Exhibited insecticidal activity, affecting larval development."",        ""collectionSpecies"": ""Cabralea canjerana (Meliaceae)"",        ""collectionSite"": ""Universidade Federal de Viçosa, Viçosa, MG, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""3-β-deacetylfissinolide"",        ""bioActivity"": ""Affected larval development."",        ""collectionSpecies"": ""Cabralea canjerana (Meliaceae)"",        ""collectionSite"": ""Universidade Federal de Viçosa, Viçosa, MG, Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""7-Deacetoxy-7-oxogedunin"",        ""bioActivity"": ""Effected prolongation of the larval phase followed by reduction of the pupal weight."",        ""collectionSpecies"": ""Carapa guianensis (Meliaceae)"",        ""collectionSite"": ""Extracted arillus supplied by Cognis Brasil Ltda., São Paulo, SP, Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""β-Photogedunin"",        ""bioActivity"": ""Presented the highest insecticidal activity against S. frugiperda causing mortality and reduction in pupal weight."",        ""collectionSpecies"": ""Carapa guianensis (Meliaceae)"",        ""collectionSite"": ""Extracted arillus supplied by Cognis Brasil Ltda., São Paulo, SP, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1007@s10295-012-1165-2.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Tagitinin C"",    ""bioActivity"": ""Cytotoxic; anti-inflammatory; antifeedant activities."",    ""collectionSpecies"": ""Tithonia diversifolia Hemsl. A. Gray (Asteraceae)"",    ""collectionSite"": ""Ribeirão Preto, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""1b-methoxy-3a-hydroxy-3,10b-4,5a-diepoxy-8b-isobutyroyloxygermacr-11(13)-en-6a,12-olide"",    ""bioActivity"": ""Cytotoxic; similar activity against HL-60 cells as Tagitinin C."",    ""collectionSpecies"": ""Microbial transformation product by Aspergillus terreus"",    ""collectionSite"": ""Mato Grosso do Sul State, Brazil"",    ""collectionType"": ""Biotransformation Product""  }}"
pdfs/10.1016@S0031-9422(00)89350-4.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""(3R)-8-Hydroxy-3,5-dimethyl-3,4-dihydroisocoumarin"",    ""bioActivity"": ""Fungal metabolite, shaded wood samples indicate fungal infection"",    ""collectionSpecies"": ""Various species"",    ""collectionSite"": ""Manaus, Recife, Belo Horizonte, Rio de Janeiro, et al."",    ""collectionType"": ""Natural Isolation""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""5-Methylmellein"",    ""bioActivity"": ""Fungal metabolite, shaded wood samples indicate fungal infection"",    ""collectionSpecies"": ""Various species"",    ""collectionSite"": ""Manaus, Recife, Belo Horizonte, Rio de Janeiro, et al."",    ""collectionType"": ""Natural Isolation""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""6-Formyl-7-hydroxy-5-methoxy-4-methylphthalide"",    ""bioActivity"": ""Fungal metabolite, shaded wood samples indicate fungal infection"",    ""collectionSpecies"": ""Various species"",    ""collectionSite"": ""Manaus, Recife, Belo Horizonte, Rio de Janeiro, et al."",    ""collectionType"": ""Natural Isolation""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""2-Methylchromanones"",    ""bioActivity"": ""Synthetic derivatives to distinguish from dihydroisocoumarins"",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": ""Chemical Synthesis""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""3-Methyl-3,4-dihydroisocoumarins"",    ""bioActivity"": ""Characterized by loss of acetaldehyde in MS, Fungal metabolite"",    ""collectionSpecies"": ""Various species"",    ""collectionSite"": ""Manaus, Recife, Belo Horizonte, Rio de Janeiro, et al."",    ""collectionType"": ""Natural Isolation""  }}"
pdfs/10.1016@S0031-9422(00)88971-2.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""20-epiheyneanine"",        ""bioActivity"": ""Antitumor and spasmolytic properties"",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""heyneanine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""coronaridine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""coronaridine pseudoindoxyl"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""affinisine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""olivacine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""sitosterol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""β-amyrin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""lupeol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""3-O-acetyllupeol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera affinis (Apocynaceae)"",        ""collectionSite"": ""North-eastern Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1016@0031-9422(81)85112-6.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""(2R)-5,7,4'-trihydroxy-3'-methoxy-6,8-dimethylflavanone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Qualea labouriauana"",    ""collectionSite"": ""Vicinity of Parintins, Amazonas State"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""(2R)-5,7,4'-trihydroxy-8-methylflavanone"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""2,2'-dihydroxy-4,6,4',6'-tetramethoxy-3,3'-dimethylbenzophenone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Qualea labouriauana"",    ""collectionSite"": ""Vicinity of Parintins, Amazonas State"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""(2S, 3S)-3,7,4'-Trihydroxy-5-methoxy-6-methylflavanone"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  }}"
pdfs/10.1021@np400717m.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""3,4,5-Trihydroxy-3',4',5',7'-pentamethoxyflavone (Quercitrin hydrate)"",    ""bioActivity"": ""Inhibition of Arginase with IC50 value of 12.2 ±1.8 μM"",    ""collectionSpecies"": ""Byrsonima coccolobifolia (Malpighiaceae)"",    ""collectionSite"": ""Cerrado at the Federal University of São Carlos, São Carlos, SP, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""(2R,3S)-2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol (Catechin hydrate)"",    ""bioActivity"": ""Inhibition of Arginase with IC50 value of 1.7 ±0.1 μM"",    ""collectionSpecies"": ""Byrsonima coccolobifolia (Malpighiaceae)"",    ""collectionSite"": ""Cerrado at the Federal University of São Carlos, São Carlos, SP, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""(2R,3R)-2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol (Epicatechin)"",    ""bioActivity"": ""Inhibition of Arginase with IC50 value of 1.6 ±0.2 μM"",    ""collectionSpecies"": ""Byrsonima coccolobifolia (Malpighiaceae)"",    ""collectionSite"": ""Cerrado at the Federal University of São Carlos, São Carlos, SP, Brazil"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""4-[(2R,3R)-3,5,7-Trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chroman-3-yl]benzene-1,3-diol (Myricetin)"",    ""bioActivity"": ""Inhibition of Arginase with IC50 value of 2.1 ±0.2 μM"",    ""collectionSpecies"": ""Byrsonima coccolobifolia (Malpighiaceae)"",    ""collectionSite"": ""Cerrado at the Federal University of São Carlos, São Carlos, SP, Brazil"",    ""collectionType"": """"  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one (Quercetin)"",    ""bioActivity"": ""Inhibition of Arginase with IC50 value of 4.0 ±0.5 μM"",    ""collectionSpecies"": ""Byrsonima coccolobifolia (Malpighiaceae)"",    ""collectionSite"": ""Cerrado at the Federal University of São Carlos, São Carlos, SP, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1590@S0103-50532005000800023.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": """",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Not mentioned, but likely a piperidine alkaloid with lateral chain at C-6 of the piperidine ring"",        ""bioActivity"": ""Potential antitumoral activity and significant antinociceptive activity, acetylcholinesterase inhibitors"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Not assigned, but similar fragmentation pattern as Molecule_2 suggesting a close relation"",        ""bioActivity"": ""Potential antitumoral activity and significant antinociceptive activity, acetylcholinesterase inhibitors"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""More oxidized than some counterparts, might differ in pharmacological properties or biosynthetic pathway"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Not assigned, but differs in having a hydroxyl group at C-7 as opposed to Molecule_4"",        ""bioActivity"": ""Potential antitumoral activity, significant antinociceptive activity, acetylcholinesterase inhibitors"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Not mentioned"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""Not assigned, but suggested to have a hydroxyl group formed by the reduction of the carbonyl group on the side chain linked at C-6"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""Not assigned, but contains a p-coumaroyl group according to fragment ion mass spectrum"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_11"": {        ""IUPAC_nomenclature"": ""Not assigned, but differs from Molecule_10 by two additional CH2 units at the side chain at C-3"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_12"": {        ""IUPAC_nomenclature"": ""Not assigned, but proposed to contain a feruloyl group"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    },    ""Molecule_13"": {        ""IUPAC_nomenclature"": ""Not assigned, but similar to Molecule_12, differing only in the length of the side chain at C-6"",        ""bioActivity"": ""Unknown, no bioactivity specifically mentioned for this molecule"",        ""collectionSpecies"": ""Senna spectabilis (Fabaceae)"",        ""collectionSite"": ""Araraquara, São Paulo State, Brazil"",        ""collectionType"": ""Natural extract""    }}"
pdfs/10.1016@j.cbi.2010.08.008.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Casearin L (Cas L)"",    ""bioActivity"": ""Moderate cytotoxicity against at least one human leukemia cell line"",    ""collectionSpecies"": ""Casearia sylvestris"",    ""collectionSite"": ""São Miguel Arcanjo, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Casearin O (Cas O)"",    ""bioActivity"": ""Moderate cytotoxicity against at least one human leukemia cell line"",    ""collectionSpecies"": ""Casearia sylvestris"",    ""collectionSite"": ""São Miguel Arcanjo, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Casearin X (Cas X)"",    ""bioActivity"": ""Cytotoxic effects against CEM and HL-60 leukemia cell lines with IC50 values of 0.4 µM for both cell lines"",    ""collectionSpecies"": ""Casearia sylvestris"",    ""collectionSite"": ""São Miguel Arcanjo, São Paulo, Brazil"",    ""collectionType"": """",    ""additionalInformation"": {      ""evaluationOfMechanisms"": ""Cytotoxic effect through the induction of apoptosis and features suggesting rapid activation of apoptosis pathways leading to necrosis at higher doses.""    }  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""( −)-hardwickiic acid"",    ""bioActivity"": ""Ineffective in inhibiting cell proliferation against human leukemia cell lines"",    ""collectionSpecies"": ""Casearia sylvestris"",    ""collectionSite"": ""São Miguel Arcanjo, São Paulo, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1590@S0100-40422002000700009.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Heptan-1-ol"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": ""Citrus limon"",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""D-Limonene"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": ""Citrus sinensis"",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Octanal"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": ""Citrus reticulata"",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Hexanal"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""Acetato de linalila"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": ""Citrus reticulata"",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""Geranial"",    ""bioActivity"": ""Constituent of volatile compounds identified in citrus seed extracts"",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": ""Extracted from seeds using hexane""  }}"
pdfs/10.1021@np9704617.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""2R,3β,19R,23,24-pentahydroxyurs-12-ene"",    ""bioActivity"": ""Moderate antifungal activity against Cladosporium cladosporioides"",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": """",    ""bioActivity"": ""Previously obtained from enzymatic hydrolysis, reported for the first time as a natural product"",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": ""Natural Product""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Arjungenin"",    ""bioActivity"": """",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": ""Known compound isolated from the plant""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Trachelosperoside B-1"",    ""bioActivity"": """",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": ""Known saponin isolated from the plant""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""Trachelosperoside E-1"",    ""bioActivity"": """",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": ""Known saponin isolated from the plant""  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""Arjunglucoside I"",    ""bioActivity"": """",    ""collectionSpecies"": ""Rudgea viburnioides (Rubiaceae)"",    ""collectionSite"": ""Campininha Farm, Mogi-Guacu, SP, Brazil"",    ""collectionType"": ""Known saponin isolated from the plant""  }}"
pdfs/10.1016@0031-9422(81)80027-1.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""N-Isobutyl-3,4-(methylenedioxy)cinnamamide"",        ""bioActivity"": ""Anesthetic action on the mucous membranes of the mouth"",        ""collectionSpecies"": ""Ottonia corcovadensis Miq. (Piperaceae)"",        ""collectionSite"": ""Hillside of the Corcovado Mountain in Rio de Janeiro"",        ""collectionType"": ""Extraction and separation from dried, powdered roots""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""(2Z,4Z)-N-Isobutyl-5-(3,4-methylenedioxyphenyl)-penta-2,4-dienoic amide"",        ""bioActivity"": """",        ""collectionSpecies"": ""Ottonia corcovadensis Miq. (Piperaceae)"",        ""collectionSite"": ""Hillside of the Corcovado Mountain in Rio de Janeiro"",        ""collectionType"": ""Extraction and separation from dried, powdered roots""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""(2E,4E)-N-(2-Methyl-2-acetoxypropyl)-5-(3,4-methylenedioxyphenyl)-penta-2,4-dienoic amide"",        ""bioActivity"": """",        ""collectionSpecies"": ""Ottonia corcovadensis Miq. (Piperaceae)"",        ""collectionSite"": ""Hillside of the Corcovado Mountain in Rio de Janeiro"",        ""collectionType"": ""Extraction and separation from dried, powdered roots""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""(2Z,4Z)-N-(2-Methyl-2-acetoxypropyl)-5-(3,4-methylenedioxyphenyl)-penta-2,4-dienoic amide"",        ""bioActivity"": """",        ""collectionSpecies"": ""Ottonia corcovadensis Miq. (Piperaceae)"",        ""collectionSite"": ""Hillside of the Corcovado Mountain in Rio de Janeiro"",        ""collectionType"": ""Extraction and separation from dried, powdered roots""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""Responsible for anesthetic activity"",        ""collectionSpecies"": ""Ottonia corcovadensis Miq. (Piperaceae)"",        ""collectionSite"": ""Hillside of the Corcovado Mountain in Rio de Janeiro"",        ""collectionType"": ""Extraction and separation from dried, powdered roots""    }}"
pdfs/10.1016@S0031-9422(03)00153-5.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""7-methoxydiderroside"",    ""bioActivity"": ""In vitro activity against trypomastigote forms of Trypanosoma cruzi with IC50 value of 59.0 mg/mL"",    ""collectionSpecies"": ""Calycophyllum spruceanum (Rubiaceae)"",    ""collectionSite"": ""Manaus, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""60-O-acetyl-D-glucopyranosyldiderroside"",    ""bioActivity"": ""In vitro activity against trypomastigote forms of Trypanosoma cruzi with IC50 value of 90.2 mg/mL"",    ""collectionSpecies"": ""Calycophyllum spruceanum (Rubiaceae)"",    ""collectionSite"": ""Manaus, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""8-O-tigloyldiderroside"",    ""bioActivity"": ""In vitro activity against trypomastigote forms of Trypanosoma cruzi"",    ""collectionSpecies"": ""Calycophyllum spruceanum (Rubiaceae)"",    ""collectionSite"": ""Manaus, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1039@c3cc46213g.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Uvedalin"",    ""bioActivity"": ""Anti-inflammatory, antimicrobial, anti-diabetic activities"",    ""collectionSpecies"": ""Smallanthus sonchifolius (Asteraceae)"",    ""collectionSite"": """",    ""collectionType"": ""In vitro cultures""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Enhydrin"",    ""bioActivity"": ""Anti-inflammatory, antimicrobial, anti-diabetic activities"",    ""collectionSpecies"": ""Smallanthus sonchifolius (Asteraceae)"",    ""collectionSite"": """",    ""collectionType"": ""In vitro cultures""  }}"
pdfs/10.1016@S0031-9422(03)00109-2.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Randinoside"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Galioside"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Deacetylasperulosidic acid methyl ester"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Scandoside methyl ester"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Geniposide"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Gardenoside"",        ""bioActivity"": """",        ""collectionSpecies"": ""Randia spinosa (Rubiaceae)"",        ""collectionSite"": ""Pacatuba, Ceará State"",        ""collectionType"": ""Extracted from stems""    }}"
